,registration number,name,established date,country,number of employs,purpose,phone number,email
519,15dadec5-0dd3-4b6b-b915-a00461478a3b,Iona Technologies Ltd.,1970-08-25,Ireland,19,,977-328-4748,info@ionatechnologiesltd.org
520,cd5b072d-f86d-4d3e-a2fb-ad689e01842f,Thinkpath.com Inc.,1962-05-15,Canada,13,,730-197-0351,marketing@thinkpathcominc.org
521,644ed27a-5195-497e-a571-79e580f7f123,Tesco Corp.,1965-10-21,Canada,34,,206-034-6798,hr@tescocorp.org
522,42469de2-514c-42a8-8849-aad6d640ae95,VoiceIQ Inc.,1987-07-30,Canada,6,,955-495-7765,headquarters@voiceiqinc.org
523,a1ca737e-89cb-4435-a192-1e178b925c24,Digital Star Inc.,1976-12-02,British Virgin Islands,43,,765-157-2016,contact@digitalstarinc.org
524,cf8058f2-f0c5-42d9-8c07-617f97c28066,Petro-Canada,1960-07-26,Canada,23,,107-380-4709,enquiries@petrocanada.org
525,cfa6698a-0d17-415a-a688-b3e302149d89,Southwestern Resources Corp.,1961-09-24,Canada,36,,429-595-5859,marketing@southwesternresourcescorp.org
526,92c87251-f6d6-47b2-b97c-799de19a77a3,Brasil Telecom S.A.,1976-02-24,Brazil,38,,934-666-6094,contact@brasiltelecomsa.org
527,98c5f319-fcc5-4e7d-972c-8e0de019fd6d,Aspen Group Resources Corp.,1968-06-19,Canada,44,,524-290-9606,headquarters@aspengroupresourcescorp.org
528,c3c5bd9e-3d0b-4479-ad38-914c4bb27b08,Elsevier N.V.,1966-07-14,Netherlands,15,,125-282-9553,enquiries@elseviernv.org
529,ba6c831f-926f-46c9-a156-747208c4dacb,Repsol YPF S.A.,1967-10-05,Spain,12,,514-421-6687,reach@repsolypfsa.org
530,ea3b7167-4b09-40f7-a1e6-861b2151bab7,Madison Enterprises Corp.,1971-07-08,Canada,18,,352-805-4441,hr@madisonenterprisescorp.org
531,574efa66-8e94-455c-9a9a-a756c6ac0d1e,Luxottica Group S.p.A.,1967-06-08,Italy,28,,332-584-5179,headquarters@luxotticagroupspa.org
532,9378260e-2d14-4f5e-b0e0-76150bea72fd,Siliconware Precision Industries Co. Ltd.,1996-04-07,Taiwan,24,,183-041-6323,headquarters@siliconwareprecisionindustriescoltd.org
533,11bbe36f-51f9-41f6-aa32-72cafd56a6f0,Royal Bank of Scotland Group,1966-02-07,United Kingdom,25,,182-764-4117,reach@royalbankofscotlandgroup.org
534,d3e2abaf-1b07-458f-b9ac-a276ff687ed6,Preem Holdings AB,1994-01-30,Sweden,16,,103-768-1154,marketing@preemholdingsab.org
535,f719a878-8acf-4a0c-8838-470226d30352,Yanzhou Coal Mining Co. Ltd.,1991-06-25,China,23,,281-776-0395,hr@yanzhoucoalminingcoltd.org
536,0d770c44-70a3-484b-a4dd-6ea4e4398e13,PowerGen plc,1985-07-15,United Kingdom,40,,428-216-9103,enquiries@powergenplc.org
537,59d06526-9550-444d-b21e-7d749e341f4b,Haemacure Corp.,1996-12-29,Canada,15,,590-820-7880,marketing@haemacurecorp.org
538,3472c46a-8e70-43b2-af6f-482773433ac0,National Westminster plc,1965-10-23,United Kingdom,41,,328-277-7425,marketing@nationalwestminsterplc.org
539,b8cf10bb-7d2a-4144-af9f-5c784a4589cb,Bradner Ventures Ltd.,1989-07-15,Canada,20,,539-308-4898,contact@bradnerventuresltd.org
540,6ef7c92a-ed4e-47eb-8ce0-80ece75d1025,Swedish Export Credit Corp.,1982-01-08,Sweden,38,,398-097-3573,hr@swedishexportcreditcorp.org
541,53055c9c-0f45-413c-b039-11e05b107813,Portal Net Ltd.,1985-02-18,British Virgin Islands,14,,957-345-2362,marketing@portalnetltd.org
542,a3716e6d-b869-4e53-80ba-908a3c3b2ea9,I.I.S. Intelligent Information Systems Ltd.,1967-03-12,Israel,19,,282-076-5790,info@iisintelligentinformationsystemsltd.org
543,1282a137-dacd-4c29-8eaf-92b37e9c29b6,Imperial Chemical Industries plc,1991-11-28,United Kingdom,35,,564-409-5596,reach@imperialchemicalindustriesplc.org
544,68c99791-b6dc-425f-82c2-b21cad22d064,Sense Technologies Inc.,1984-05-16,Canada,17,,480-114-6745,info@sensetechnologiesinc.org
545,ccd9c49f-1f5d-4223-8e5a-adcd6d71314a,Corel Corp.,1979-10-14,Canada,37,,779-002-3524,headquarters@corelcorp.org
546,a8c25c79-e4be-44b8-9d37-7f712baad509,Dayton Mining Co.,1965-10-21,Canada,19,,500-353-7932,info@daytonminingco.org
547,cfa6698a-0d17-415a-a688-b3e302149d89,Southwestern Resources Corp.,1975-04-11,Canada,44,,429-595-5859,headquarters@southwesternresourcescorp.org
548,4a2400d4-a584-43d0-aabe-3a6ca23de6c9,"Fording, Inc.",1992-11-01,Canada,21,,735-404-5585,info@fordinginc.org
549,f82e07ad-bbe8-4682-ab9a-3c4dd72fd455,Yellow Pages Ltd.,1967-06-01,Netherlands,6,,868-082-0939,marketing@yellowpagesltd.org
550,82656a8b-70df-44f4-babc-8885e4430c30,Fletcher Challenge Forests Ltd.,1971-10-12,New Zealand,45,,197-299-1479,marketing@fletcherchallengeforestsltd.org
551,f69811ab-4fc5-4fc2-8a4a-d8f1342f2782,UBS AG,1966-12-30,Switzerland,16,,420-123-1118,sales@ubsag.org
552,2fdbfae5-fd15-4b93-a259-8d51867ee718,Golden Star Resources Ltd.,1970-09-02,Canada,36,,397-284-9252,reach@goldenstarresourcesltd.org
553,ab7cded5-f9ec-4a64-855a-a22fca39c5de,Barclays plc,1976-10-29,United Kingdom,8,,309-685-8132,info@barclaysplc.org
554,6289c0f9-6d3e-4936-af5c-d29eaeb40b86,Impress Metal Packaging Holdings B.V.,1989-12-16,Netherlands,27,,469-474-0875,contact@impressmetalpackagingholdingsbv.org
555,2894659a-22e8-4abc-a9d9-dc3a947d3d9d,Trans-Orient Petroleum Inc.,1990-06-05,Canada,8,,568-002-6837,headquarters@transorientpetroleuminc.org
556,187fb374-4147-4e51-a1fb-4c50dc8c2a5b,Eimo Oyj,1962-06-24,Finland,15,,528-714-2054,info@eimooyj.org
557,6ffe7cac-6280-45dc-a892-4a367069cc97,SCOR,1992-10-31,France,27,,976-218-0944,reach@scor.org
558,ebe629f9-0d67-43a7-b76b-0869de2bdbad,Delano Technology Corp.,1974-04-04,Canada,45,,679-066-8059,reach@delanotechnologycorp.org
559,154a14b2-4ae8-4695-8e9a-07b6e5070f7d,Schroder Ventures International Investment Trust,1982-08-17,United Kingdom,31,,765-165-8256,contact@schroderventuresinternationalinvestmenttrust.org
560,f114590e-b2cd-4975-9f9c-6eaf32f8fbb0,QSound Labs Inc.,1962-06-08,Canada,39,,161-418-6901,hr@qsoundlabsinc.org
561,4abf7ac9-cdc5-4244-ba33-99fecc7c68d0,International Power plc,1985-03-06,United Kingdom,5,,204-187-4940,info@internationalpowerplc.org
562,00a282dc-cbaa-4e38-af04-1d855e98ffcc,"Micrologix Biotech, Inc.",1996-12-03,Canada,34,,356-717-3539,sales@micrologixbiotechinc.org
563,7b932688-8147-49d0-b6c5-8ea6847a3489,Oromin Explorations Ltd.,1968-10-10,Canada,20,,199-646-9019,contact@orominexplorationsltd.org
564,72adb7af-b600-4af4-a1fe-45a0395eacad,Telstra Corp Ltd.,1980-07-18,Australia,13,,925-354-1713,sales@telstracorpltd.org
565,26503086-a07e-4074-be01-b696d927a3d1,SK Telecom Corp.,1967-06-30,Korea,6,,166-684-5409,enquiries@sktelecomcorp.org
566,a9ed8176-f0b2-4f41-8dd8-53e1576f0e72,Transtel S.A.,1984-04-16,Colombia,23,,401-023-2060,enquiries@transtelsa.org
567,436dc5ef-b8f4-45e3-a6d1-d7c270723070,"Innova, S. de R.L.",1995-10-30,Mexico,50,,512-298-0404,sales@innovasderl.org
568,7a72c653-10d6-4cd5-82ed-fdbf14f38a34,BanColombia S.A.,1990-09-21,Colombia,24,,356-065-5148,sales@bancolombiasa.org
569,6c5ceb15-d75b-4ed3-89e0-45f090807311,NEC Corp.,1982-02-22,Japan,37,,454-208-1095,info@neccorp.org
570,4a2400d4-a584-43d0-aabe-3a6ca23de6c9,"Fording, Inc.",1980-05-04,Canada,47,,735-404-5585,info@fordinginc.org
571,dd2d4728-48c2-4af0-b680-fb51d16945bc,Westcoast Energy Inc.,1978-08-09,Canada,21,,377-075-1779,hr@westcoastenergyinc.org
572,a0176b3b-182d-4001-8e9e-76d3902837f9,Stora Enso OYJ,1994-10-24,Finland,31,,970-222-9191,reach@storaensooyj.org
573,75518b01-bf6b-4616-a838-9ad8dc0da54c,San Antonios Resources Inc.,1961-06-16,Canada,16,,765-167-6620,headquarters@sanantoniosresourcesinc.org
574,046db33b-adef-450a-9cf9-702e8ecc5dd9,Tefron Ltd.,1974-08-05,Israel,35,,288-456-5698,headquarters@tefronltd.org
575,067ed0dc-b32d-4cf2-9cfa-0e3418385561,Rubicon Minerals Corp.,1980-12-08,Canada,26,,705-482-6855,info@rubiconmineralscorp.org
576,a0e26593-d1cc-43b9-8774-0f2a3c9d3b79,HSBC Bank plc,1976-12-01,United Kingdom,11,,831-229-8449,enquiries@hsbcbankplc.org
577,46b1c128-9f01-4ed3-affa-50f43d359f54,Trinity Biotech plc,1995-09-02,Ireland,47,,727-599-4572,headquarters@trinitybiotechplc.org
578,9fd400c5-b67d-4ccd-8713-39fd2263cbfe,Trivalence Mining Corp.,1963-07-15,Canada,21,,322-477-2869,enquiries@trivalenceminingcorp.org
579,b209e3a8-4dce-46ff-92e6-1224433537d4,Bioforest Pacific Inc.,1985-07-19,Canada,47,,367-594-5277,hr@bioforestpacificinc.org
580,876befbd-459d-4712-a4e3-a8364893b064,Vannessa Ventures Ltd.,1981-09-10,Canada,41,,130-500-5180,sales@vannessaventuresltd.org
581,5a1cc8aa-8001-4bc3-bf82-30e16d4607ea,Polska Telefonia Cyfrowa Sp Z o o.,1983-10-02,Poland,39,,824-384-4757,reach@polskatelefoniacyfrowaspzoo.org
582,900ab1d7-2cab-4f5e-9c37-3eefff4a8c5b,Australia & New Zealand Banking Group Ltd.,1980-03-03,Australia,39,,495-572-5223,marketing@australianewzealandbankinggroupltd.org
583,2a9520b0-fc2a-4ab0-9fc5-399bd09ff089,Bouygues Offshore S.A.,1975-11-29,France,16,,965-849-6286,headquarters@bouyguesoffshoresa.org
584,d65cbc1f-6f61-4e8e-a8d5-4060694d87b7,America Mineral Fields Inc.,1977-10-02,Canada,22,,410-293-0667,info@americamineralfieldsinc.org
585,8e396296-03a8-49dc-8e10-61dc582452ec,Kafus Industries Ltd.,1972-08-01,Canada,17,,910-513-4296,info@kafusindustriesltd.org
586,e9fa6e7a-68ae-4fc2-b5b2-62e2ba0b7231,Canadian Natural Resources Ltd.,1978-01-03,Canada,12,,794-562-1363,reach@canadiannaturalresourcesltd.org
587,783e5a39-b9b8-4a65-b1c6-2ccd261dac7c,Elbit Ltd.,1960-05-10,Israel,8,,698-310-7220,contact@elbitltd.org
588,eea1ed35-2a30-40ba-82f2-7cca0b47c832,Asiacontent.com Ltd.,1978-07-15,British Virgin Islands,50,,147-622-1220,marketing@asiacontentcomltd.org
589,bac15afa-cfde-45dd-a158-10a431458a5d,Tele Sudeste Celular Participacoes S.A.,1966-12-12,Brazil,15,,922-630-8079,marketing@telesudestecelularparticipacoessa.org
590,364bb3f2-1dfb-4da4-99d7-130f91ffc11c,Inficon Holding AG,1982-12-31,Switzerland,28,,856-825-1739,enquiries@inficonholdingag.org
591,dcbd754f-edbb-4449-aced-e41e0030439d,International Hi Tech Industries Inc.,1960-12-23,Canada,8,,895-452-0322,info@internationalhitechindustriesinc.org
592,0fefb08e-7187-4179-95a9-6663e6353e8c,Crystal Systems Solutions Ltd.,1982-01-05,Israel,6,,870-432-5168,marketing@crystalsystemssolutionsltd.org
593,3f2ab04f-6fb3-41cc-835d-faeec761a464,Star Choice Communications Inc.,1968-09-04,Canada,16,,408-537-5680,enquiries@starchoicecommunicationsinc.org
594,6044198f-70bf-4781-beb9-f3bf7abfd9a0,Micromem Technologies Inc.,1994-02-17,Canada,46,,781-769-3705,sales@micromemtechnologiesinc.org
595,f1bed5f4-54be-4eb5-a3cd-229d136cc4ce,Oncolytics Biotech Inc.,1984-04-29,Canada,17,,302-726-1664,headquarters@oncolyticsbiotechinc.org
596,6786019e-72e6-4c72-8f53-7d3a06fa48b0,Grupo Tribasa S.A. de C.V.,1984-07-06,Mexico,45,,858-802-3685,marketing@grupotribasasadecv.org
597,44712003-7b66-4dc4-9b1f-5eef5208ff6b,"Grupo Azucarero, S.A. de C.V.",1966-08-30,Mexico,21,,980-395-8486,hr@grupoazucarerosadecv.org
598,d4324abd-f63e-439f-8b24-9197bacc2e0c,"Imperial Ginseng Products, Ltd.",1974-05-13,Canada,46,,973-537-1390,sales@imperialginsengproductsltd.org
599,d2a9ad94-52b8-4a5e-b3ca-afb20b8d3ae3,Cable and Wireless plc,1969-11-25,United Kingdom,36,,510-651-0248,contact@cableandwirelessplc.org
600,d8337de8-4521-4b95-b461-52a82badf480,SYNSORB Biotech Inc.,1993-07-25,Canada,9,,121-767-9151,contact@synsorbbiotechinc.org
601,4f0a49e9-2751-42a7-868b-eb3c4c393a8d,GT Group Telecom Inc.,1985-07-25,Canada,32,,423-327-2500,info@gtgrouptelecominc.org
602,f82e07ad-bbe8-4682-ab9a-3c4dd72fd455,Yellow Pages Ltd.,1981-11-03,Netherlands,11,,868-082-0939,marketing@yellowpagesltd.org
603,a609d8c5-c0df-4f98-8fd2-a1a7d3b08023,Microcell Telecommunications Inc.,1972-06-16,Canada,21,,429-657-6694,info@microcelltelecommunicationsinc.org
604,e194c677-c376-4a29-b993-4bec45791af0,Advantest Corp.,1993-05-02,Japan,41,,173-086-3129,enquiries@advantestcorp.org
605,e2e0583a-ee39-4ada-aee2-ed9cc0428370,Gentia Software plc,1973-09-25,United Kingdom,32,,120-736-3267,sales@gentiasoftwareplc.org
606,38d2eeb9-e5dc-45f0-a36d-50300aacbc29,Globex Mining Enterprises Inc.,1987-07-31,Canada,48,,269-563-8318,sales@globexminingenterprisesinc.org
607,074c73f8-13ff-43d6-8812-61fdfc2f4bc1,Current Technology Corp.,1962-01-08,Canada,39,,370-765-5499,enquiries@currenttechnologycorp.org
608,22e6c1fb-a1de-4b89-a603-7cea916f37a8,Orange plc,1982-03-16,United Kingdom,5,,891-097-2682,hr@orangeplc.org
609,0d937a57-f438-4954-a1e9-ea8120fc05c7,Royal & Sun Alliance Insurance Group plc,1961-02-18,United Kingdom,13,,351-403-8697,info@royalsunallianceinsurancegroupplc.org
610,09a01955-0b41-4f6a-a0c9-59acf593761a,Inco Ltd.,1963-04-23,Canada,40,,601-721-4194,sales@incoltd.org
611,140b75c0-0910-4639-af86-8d06a9776875,Silverado Gold Mines Ltd.,1964-12-04,Canada,22,,127-009-0861,enquiries@silveradogoldminesltd.org
612,aac93b40-b0bd-443d-9bd0-425a5bad6d51,Amcor Ltd.,1967-01-25,Australia,25,,996-758-1367,contact@amcorltd.org
613,d4158e28-fd81-48a9-b179-9774a90e8688,Nordic American Tanker Shipping Ltd.,1960-09-13,Bermuda,34,,695-583-5519,enquiries@nordicamericantankershippingltd.org
614,502bf0ac-e211-4611-9f4e-056c45b11d50,Sadia S.A.,1981-08-29,Brazil,46,,765-868-4880,info@sadiasa.org
615,be8c94a5-c96e-4244-90e3-41ddbe5a72e0,Enterprise Oil plc,1986-08-13,United Kingdom,25,,728-589-5399,contact@enterpriseoilplc.org
616,8654feb3-6251-4e6f-a32b-a03ef1b20a0c,Quebecor Inc.,1991-07-03,Canada,13,,433-695-0251,headquarters@quebecorinc.org
617,027b123d-517c-42a1-893a-f1eaf3e42a8c,Techsite Strategies Corp.,1982-11-16,Canada,47,,496-719-0082,reach@techsitestrategiescorp.org
618,e39e55d1-3c24-4fe2-be37-e489b5bcda1b,Havas Advertising,1978-03-04,France,8,,841-422-4434,contact@havasadvertising.org
619,bae48f34-8dc1-4748-8bc1-741ff2eb5867,"Anchor Lamina, Inc.",1962-12-16,Canada,18,,139-585-1868,sales@anchorlaminainc.org
620,56763441-3c4f-487d-b37a-1de49a60584c,"Mad Catz Interactive, Inc.",1973-04-27,Canada,7,,355-700-5746,enquiries@madcatzinteractiveinc.org
621,b290c987-acb3-4ef5-b95a-fda65fe20680,TransCanada Pipelines Ltd.,1969-06-27,Canada,25,,988-205-9818,info@transcanadapipelinesltd.org
622,41104539-2c01-4e19-a287-988473fd3517,Repadre Capital Corp.,1971-12-18,Canada,44,,778-019-9453,marketing@repadrecapitalcorp.org
623,1a78f4c5-b1ab-48c7-9d41-662510adc93a,TPN Holdings plc,1992-05-03,United Kingdom,33,,867-501-7352,marketing@tpnholdingsplc.org
624,4abf7ac9-cdc5-4244-ba33-99fecc7c68d0,International Power plc,1984-05-16,United Kingdom,44,,204-187-4940,headquarters@internationalpowerplc.org
625,a9ed8176-f0b2-4f41-8dd8-53e1576f0e72,Transtel S.A.,1974-01-15,Colombia,29,,401-023-2060,contact@transtelsa.org
626,5b18ea7c-0bee-4a48-87b2-174020f61cd5,Incam AG,1980-05-25,Germany,26,,737-724-2179,info@incamag.org
627,03025735-3060-44d6-9609-f8e63b61fa09,Zemex Corp.,1993-03-06,Canada,34,,719-274-0343,marketing@zemexcorp.org
628,f95f4985-5498-4a68-bf17-34698b5febf6,Universal Domains Inc.,1987-01-27,Canada,37,,944-347-2256,hr@universaldomainsinc.org
629,e0004433-4232-4741-8a21-e838312971fa,SAP Aktiengesellschaft,1994-01-24,Germany,33,,695-388-3610,hr@sapaktiengesellschaft.org
630,38340464-234b-4027-a420-fa3f185e2685,Olympic Resources Ltd.,1961-03-26,Canada,37,,256-196-8778,enquiries@olympicresourcesltd.org
631,42d04cd4-8a41-4ce1-a778-415962eb9fb5,Commonwealth Bank of Australia,1960-02-23,Australia,7,,822-818-8183,contact@commonwealthbankofaustralia.org
632,7a72c653-10d6-4cd5-82ed-fdbf14f38a34,BanColombia S.A.,1970-11-22,Colombia,27,,356-065-5148,enquiries@bancolombiasa.org
633,8d4b60a3-e891-461f-91bb-454d4638f79f,Radvision Ltd.,1962-04-05,Israel,28,,920-714-1207,sales@radvisionltd.org
634,ae1294a1-b9f4-4b44-9212-a37424b578f7,Consolidated Mercantile Inc.,1987-02-25,Canada,21,,688-253-7990,reach@consolidatedmercantileinc.org
635,91630c66-5106-4fba-ba76-81ef617930f5,Indo-Pacific Energy Ltd.,1987-11-15,New Zealand,23,,920-031-4068,contact@indopacificenergyltd.org
636,b7835b6c-5abf-46e3-87a0-a087b853f261,Royal Ahold Ltd. - Koninklijke Ahold N.V.,1989-10-09,Netherlands,48,,463-457-4166,hr@royalaholdltdkoninklijkeaholdnv.org
637,c7d9b0d5-eda6-48b8-bc5f-e32ccb8f365a,National Grid Group plc,1981-01-31,United Kingdom,19,,834-238-7176,marketing@nationalgridgroupplc.org
638,2894659a-22e8-4abc-a9d9-dc3a947d3d9d,Trans-Orient Petroleum Inc.,1987-06-14,Canada,5,,568-002-6837,marketing@transorientpetroleuminc.org
639,a3fdeb4e-21a8-40d9-a2e7-b3ff764c47d6,Antenna TV S.A.,1989-09-10,Greece,34,,293-037-1325,enquiries@antennatvsa.org
640,4a1ee6d9-dd22-458c-bb1b-7c65bdd07ff3,Industrial Development Bank of Israel Ltd.,1984-02-16,Israel,47,,933-819-8475,sales@industrialdevelopmentbankofisraelltd.org
641,4e76012c-9195-42fa-b259-b869e5caa284,Philippine Long Distance Telephone Co.,1977-09-13,Philippines,7,,598-297-1629,enquiries@philippinelongdistancetelephoneco.org
642,91797858-b6d6-4323-84b1-514d779442de,Stelmar Shipping Ltd.,1967-04-23,Liberia,38,,846-779-7134,marketing@stelmarshippingltd.org
643,fded33ca-d5ee-40fc-bbb4-3a51c9197c46,AimGlobal Technologies Co. Inc.,1980-09-16,Canada,15,,333-404-1015,info@aimglobaltechnologiescoinc.org
644,51da9fac-e508-4d0b-8ef0-a03728b9c241,Shell Canada Ltd.,1993-10-09,Canada,7,,137-426-3458,headquarters@shellcanadaltd.org
645,d89c1611-1844-4b70-a128-10d9f898f67b,Telekom Austria,1985-07-08,Austria,25,,825-615-1225,reach@telekomaustria.org
646,a83d9e2a-9ff5-487a-bdb3-91a69b3e0038,Datawave Systems Inc.,1995-12-01,Canada,31,,333-102-5038,hr@datawavesystemsinc.org
647,fb18d643-c0f0-4e4b-956c-4e90de7d4955,Audiocodes Ltd.,1974-10-24,Israel,10,,120-608-7135,hr@audiocodesltd.org
648,13dfb2eb-28b6-479d-bd06-1be0b1de04a3,Cognicase Inc.,1970-03-11,Canada,49,,130-413-2387,info@cognicaseinc.org
649,8bcb9913-86ac-4d87-b2b3-5984bccaa4d7,Nova Chemicals Corp.,1990-11-17,Canada,9,,878-539-1467,sales@novachemicalscorp.org
650,829c8d41-6b5e-4d36-bb01-b825b40246a5,Celanese AG,1965-07-26,Germany,25,,802-237-3440,marketing@celaneseag.org
651,346691aa-7833-45db-b0f1-70ee2b437ddf,CNH Global N.V.,1969-04-25,Netherlands,32,,219-797-5946,reach@cnhglobalnv.org
652,db705096-8069-4c8d-9f85-9d9dfcc07947,Alstom,1995-01-20,France,38,,666-850-0036,contact@alstom.org
653,b1922a4e-ca7b-4bab-addf-5c6896eb95b8,Pohang Iron & Steel Co. Ltd.,1993-07-25,Korea,15,,319-816-2694,reach@pohangironsteelcoltd.org
654,0cea48cb-0c4f-4fdc-a63e-83ce8adbf1ad,Dassault Systems S.A.,1991-12-23,France,16,,790-087-9210,sales@dassaultsystemssa.org
655,50a68680-a8dc-4b15-840f-d558ce89f44c,Methanex Corp.,1965-04-16,Canada,43,,135-600-4308,hr@methanexcorp.org
656,d0396725-78c0-4510-9d9e-2f94fecec165,Kookmin Bank,1983-11-01,Korea,8,,495-033-5561,contact@kookminbank.org
657,07052440-45ff-40b1-8c57-93b10edbeda3,"Kingsway Financial Services, Inc.",1987-07-20,Canada,44,,201-367-0036,reach@kingswayfinancialservicesinc.org
658,585e6920-8910-411d-a7d0-7c627a61df0c,Immune Network Research Ltd.,1986-03-31,Canada,35,,793-516-4097,sales@immunenetworkresearchltd.org
659,dce4fa51-bcf4-4c02-859a-6b3f72b23fa3,Open Joint Stock Company of Long Distance - Rostelecom,1987-12-28,Russia,16,,227-193-6734,headquarters@openjointstockcompanyoflongdistancerostelecom.org
660,1e0552c6-1fd8-4123-bd87-0d2e62b980b6,Wolseley plc,1961-04-01,United Kingdom,26,,362-875-8520,marketing@wolseleyplc.org
661,201cd8f7-f535-4e5c-a170-abacf39114c0,Net Nanny Software International Inc.,1961-04-29,Canada,31,,818-831-9675,marketing@netnannysoftwareinternationalinc.org
662,7a9d538b-2753-4b9e-9a49-3a001e6b4278,Embratel Participacoes S.A.,1968-05-21,Brazil,46,,174-130-6116,sales@embratelparticipacoessa.org
663,2b769622-ac9b-4701-941f-fd3905973b7b,Credit Suisse Group,1981-06-25,Switzerland,50,,489-699-1731,enquiries@creditsuissegroup.org
664,6ef7c92a-ed4e-47eb-8ce0-80ece75d1025,Swedish Export Credit Corp.,1991-11-24,Sweden,25,,398-097-3573,sales@swedishexportcreditcorp.org
665,e0371d68-7b2c-4525-b3c2-ae74f63a90d4,Consolidated Water Co. Ltd.,1983-12-04,Cayman Islands,49,,942-359-4110,sales@consolidatedwatercoltd.org
666,f6d01efd-1549-42e0-b445-10b9d37092f9,"Grupo Minero Mexicano, S.A. de C.V.",1996-09-06,Mexico,22,,710-094-7437,info@grupomineromexicanosadecv.org
667,502bf0ac-e211-4611-9f4e-056c45b11d50,Sadia S.A.,1987-05-03,Brazil,39,,765-868-4880,enquiries@sadiasa.org
668,929f377f-f497-458c-af03-bca0a6866185,Bravo Resource Partners Ltd.,1980-08-21,Canada,14,,723-066-6437,headquarters@bravoresourcepartnersltd.org
669,2f0e3e10-02cb-4c1c-ab8f-6946c0ff3cc5,Instrumentarium Corp.,1964-03-11,Finland,10,,930-679-5959,info@instrumentariumcorp.org
670,4025b01f-3e1d-4d24-9f87-b69b30e470fd,Brasil Telecom Participacoes S.A.,1984-10-02,Brazil,43,,760-138-2269,reach@brasiltelecomparticipacoessa.org
671,d65cbc1f-6f61-4e8e-a8d5-4060694d87b7,America Mineral Fields Inc.,1987-10-09,Canada,6,,410-293-0667,sales@americamineralfieldsinc.org
672,a9b373ac-4573-405e-bc0e-d05b0694bdd9,Royal Standard Minerals Inc.,1994-11-10,Canada,30,,917-773-5456,reach@royalstandardmineralsinc.org
673,93ade756-8d6e-4f51-b359-d2f6a06353c4,"Telefonica Moviles, S.A.",1965-12-30,Spain,20,,229-819-1753,enquiries@telefonicamovilessa.org
674,81f1cb13-28f5-411a-b538-f7edd52d4c11,Barbeques Galore Ltd.,1978-06-01,Australia,50,,990-055-5797,sales@barbequesgaloreltd.org
675,5d3fbe98-0336-4cf3-a1a9-a08c2a15c4ff,ASML Holding N.V.,1986-08-15,Netherlands,21,,391-637-7022,info@asmlholdingnv.org
676,644ed27a-5195-497e-a571-79e580f7f123,Tesco Corp.,1985-01-05,Canada,30,,206-034-6798,marketing@tescocorp.org
677,99517f1b-958c-4f71-ada8-ee30a5bf214f,Usinor Sacilor,1967-07-19,France,9,,596-691-8365,enquiries@usinorsacilor.org
678,7d3f8b6f-32f7-4143-a6c3-2984eeb37974,British Sky Broadcasting Group plc,1983-08-29,United Kingdom,33,,609-075-4646,hr@britishskybroadcastinggroupplc.org
679,a3fdeb4e-21a8-40d9-a2e7-b3ff764c47d6,Antenna TV S.A.,1983-07-10,Greece,50,,293-037-1325,contact@antennatvsa.org
680,155434ec-ddbd-4527-b7b0-a2fc838b49f1,Benguet,1972-09-12,Philippines,27,,450-182-5645,enquiries@benguet.org
681,23c35ba8-7a48-4b4b-a71f-50ad7165a257,Canada Life Financial Corp.,1975-08-17,Canada,12,,387-223-9096,marketing@canadalifefinancialcorp.org
682,6956b86c-e9f1-42ed-a267-7340e8ac6c3c,LML Payment Systems Inc.,1980-02-21,Canada,24,,879-864-3502,reach@lmlpaymentsystemsinc.org
683,689e9a14-223d-428a-a5ee-5972dbbeecd5,Sun International Hotels Ltd.,1990-03-18,Bahamas,16,,509-160-8265,info@suninternationalhotelsltd.org
684,08d5fc8a-566a-4e80-8658-284828115c90,Baytex Energy Ltd.,1978-08-12,Canada,31,,610-011-4007,marketing@baytexenergyltd.org
685,b8c991bc-859a-4935-be1c-f472bf1785fe,Vantico Group S.A.,1975-12-08,Luxembourg,7,,646-791-0121,enquiries@vanticogroupsa.org
686,f6d01efd-1549-42e0-b445-10b9d37092f9,"Grupo Minero Mexicano, S.A. de C.V.",1985-05-15,Mexico,44,,710-094-7437,marketing@grupomineromexicanosadecv.org
687,fa99a4a3-0cb9-42c5-9f36-c6de17b77eaf,Stargate Entertainment Inc.,1966-05-14,Canada,33,,543-075-3232,hr@stargateentertainmentinc.org
688,bd3ce300-5f8f-4373-8f63-66e3f16cddfa,Titan Trading Analytics Inc.,1989-10-30,Canada,21,,400-644-0918,info@titantradinganalyticsinc.org
689,21a03176-37e5-49f0-bc80-f8471e5832d1,Genetronics Biomedical Ltd.,1969-12-13,Canada,5,,419-218-7081,enquiries@genetronicsbiomedicalltd.org
690,bf98869d-4987-4f76-bd6e-d26144f929c7,Taseko Mines Ltd.,1972-06-03,Canada,25,,678-692-6112,headquarters@tasekominesltd.org
691,e194c677-c376-4a29-b993-4bec45791af0,Advantest Corp.,1970-03-27,Japan,44,,173-086-3129,reach@advantestcorp.org
692,52293787-d87e-4567-a36c-9da7ba658c1e,P.T. Pindo Deli Pulp & Paper Mills,1984-12-08,Indonesia,40,,985-842-1276,info@ptpindodelipulppapermills.org
693,e0004433-4232-4741-8a21-e838312971fa,SAP Aktiengesellschaft,1964-02-13,Germany,25,,695-388-3610,marketing@sapaktiengesellschaft.org
