registeration number,name,establied date,country,number of employes,purpose,phone number,email
a1253fd2-e9d9-4bef-8514-b569171d3d1a,Petroleos Mexicanos (Pemex),11/9/1984,Mexico,14,,973-548-6117,hr@petroleosmexicanospemex.org
2cb17e1a-b9e3-42ac-9f3f-80e75264ec4a,NCE Petrofund Ltd.,8/11/1970,Canada,40,,396-514-0740,reach@ncepetrofundltd.org
f1999158-c13e-4056-9fea-3cad657771f7,Electrochemical Industries 1952 Ltd.,1/23/1975,Israel,10,,553-059-9662,marketing@electrochemicalindustries1952ltd.org
1e72add3-0818-4e07-92f4-96b5c4557400,Research in Motion Ltd.,8/2/1963,Canada,6,,850-158-6216,contact@researchinmotionltd.org
2928a399-4af1-4a21-bbf7-5580dbe97c61,Vitran Co. Ltd.,1/10/1973,Canada,45,,532-138-5769,reach@vitrancoltd.org
b01203b2-e418-481a-a36e-77240bd7701d,Cenes Pharmaceuticals plc,9/17/1984,United Kingdom,19,,349-404-1472,enquiries@cenespharmaceuticalsplc.org
3a03a497-77a8-4ea5-9277-ceef7344b9fa,Noga Electro-Mechanical Industries (1986) Ltd.,3/1/1974,Israel,10,,423-830-3858,marketing@nogaelectromechanicalindustries1986ltd.org
cdbd380c-d1bb-4c13-bd49-c48844cd9979,Super-Sol Ltd.,8/2/1992,Israel,31,,490-288-3726,reach@supersolltd.org
09f7625a-cc22-4afb-9cc5-15acf1ac797e,Virginia Gold Mines Inc.,11/7/1966,Canada,42,,957-529-6883,headquarters@virginiagoldminesinc.org
be0a48fe-53a8-42f8-b240-d94e8a27f3bc,Domtar Inc.,6/10/1968,Canada,34,,428-451-5107,info@domtarinc.org
36726a2c-6d28-415c-ad2c-aa4979095d6d,Algoma Steel Inc.,1/12/1964,Canada,37,,336-468-7252,enquiries@algomasteelinc.org
d2e788d9-4640-44e0-9ab9-c0e4d0466306,Peace Arch Entertainment Group Inc.,11/4/1992,Canada,31,,953-765-2981,enquiries@peacearchentertainmentgroupinc.org
c0352a88-651f-487a-9d9b-ef13872f9664,Asia Pacific Resources International Ltd.,5/6/1961,Bermuda,26,,305-404-0352,headquarters@asiapacificresourcesinternationalltd.org
9b1cddb7-66d9-4de3-948b-5b5ebb2bba09,Plaintree Systems Ltd.,7/30/1993,Canada,17,,875-682-0372,sales@plaintreesystemsltd.org
6e4226f2-7f9f-4883-b0e5-bd381aa981a9,Bradner Ventures Ltd.,9/1/1986,Canada,10,,672-703-3871,hr@bradnerventuresltd.org
dc46b9e7-a5cc-4ba7-8785-e8c9b4ab1d4f,Fahnestock Viner Holdings Inc.,3/14/1989,Canada,45,,635-021-9295,reach@fahnestockvinerholdingsinc.org
22274b20-f1cb-4306-8eb2-9761b0166eb6,Banco Santander Central Hispano S.A.,3/22/1986,Spain,50,,946-681-2089,hr@bancosantandercentralhispanosa.org
cc85c900-d075-4be9-b3e2-f0ac8fcc51bb,Spirent plc,9/10/1993,United Kingdom,39,,275-342-7208,enquiries@spirentplc.org
01ac130d-2bfa-46bf-9710-68a4f4416eba,Ritchie Bros. Auctioneers Inc.,8/30/1977,Canada,24,,937-623-8990,headquarters@ritchiebrosauctioneersinc.org
5065f5ef-56bd-4aca-8626-fc9ae000959a,Ek Chor China Motorcycle Company Ltd.,7/23/1962,Bermuda,12,,260-094-7349,contact@ekchorchinamotorcyclecompanyltd.org
568ded15-7f4a-42a8-9772-82e8333f7c63,Akzo Nobel N.V.,5/26/1981,Netherlands,7,,863-601-3523,info@akzonobelnv.org
b3955a17-5b62-446d-8b35-7d600b303aae,Gucci Group N.V.,12/6/1988,Netherlands,32,,173-166-9189,enquiries@guccigroupnv.org
e23cd954-83a6-479a-a88d-30558fd5f798,Sense Technologies Inc.,9/16/1983,Canada,36,,403-173-4715,marketing@sensetechnologiesinc.org
45a8b39b-d3c6-4aaf-8519-661df5918866,Enersis S.A.,4/7/1981,Chile,33,,511-212-5498,headquarters@enersissa.org
2637b4ec-7555-4599-bbe0-f19ec5b79800,Carlton Communications plc,8/18/1983,United Kingdom,17,,859-029-5101,contact@carltoncommunicationsplc.org
1aed674c-9ef3-4f53-973a-a6cf6a8b860b,ATNA Resources Ltd.,6/28/1965,Canada,10,,936-650-7693,reach@atnaresourcesltd.org
08732ffa-728f-42c7-bcd1-7c26e6c2a853,Embotelladora Andina S.A.,9/16/1976,Chile,20,,696-070-5998,reach@embotelladoraandinasa.org
742cce4e-f8a8-4f66-b2e1-a02af6be8e20,Digital Star Inc.,1/28/1973,British Virgin Islands,38,,222-477-5249,headquarters@digitalstarinc.org
c2320517-278e-4981-b7da-8816bd62f2a4,Wolseley plc,6/19/1966,United Kingdom,40,,415-791-8766,info@wolseleyplc.org
31a6f925-ff8f-46c1-9dd4-de56488da0f9,Disco S.A.,10/9/1963,Argentina,47,,976-240-5839,enquiries@discosa.org
ac388b2f-4256-4c96-90a3-f98f276ea304,Madeco S.A.,7/9/1992,Chile,42,,867-094-2208,contact@madecosa.org
05c422cf-be07-491d-a21e-a193a080790b,Ito-Yokado Co. Ltd.,11/22/1968,Japan,44,,837-554-8801,contact@itoyokadocoltd.org
568ded15-7f4a-42a8-9772-82e8333f7c63,Akzo Nobel N.V.,11/1/1976,Netherlands,46,,863-601-3523,info@akzonobelnv.org
dd43d031-2adb-411f-b910-a3cea49ba6df,Riverdeep Group plc,5/29/1976,Ireland,26,,132-791-7114,headquarters@riverdeepgroupplc.org
5c945726-08fa-415d-a43e-51e23155bb37,Cream Minerals Ltd.,1/16/1991,Canada,5,,242-660-3981,reach@creammineralsltd.org
9b1cddb7-66d9-4de3-948b-5b5ebb2bba09,Plaintree Systems Ltd.,12/22/1969,Canada,36,,875-682-0372,marketing@plaintreesystemsltd.org
a3b87b24-ad77-4001-bd86-c4e47e36f5a6,Magyar Tavkozlesi RT. - MATAV,3/22/1971,Hungary,18,,667-271-7879,headquarters@magyartavkozlesirtmatav.org
0a6b64b3-298e-49d7-870d-5b8ab0ec5b3b,Donner Minerals Ltd.,4/20/1996,Canada,35,,573-555-8954,info@donnermineralsltd.org
1c2e1d51-15f0-4a9f-a0b3-4d8d9d4fe7c3,Innogy Holdings plc,9/29/1962,United Kingdom,39,,679-711-5741,marketing@innogyholdingsplc.org
b20ace1f-66f0-4c41-96a8-f989d4f8a3fc,Matsushita Electric Industrial Co.,1/5/1961,Japan,7,,629-051-4827,sales@matsushitaelectricindustrialco.org
d395c611-2a11-4662-8880-e6d458d701fc,Preem Holdings AB,12/11/1984,Sweden,29,,581-103-9270,reach@preemholdingsab.org
8eb56263-5af1-4dfd-8889-f530d7706c2d,Elbit Systems Ltd.,10/4/1987,Israel,48,,584-559-5001,info@elbitsystemsltd.org
b8f9ac78-b462-4170-8676-2335d6d90805,Suez,5/22/1960,France,35,,485-683-3263,headquarters@suez.org
875f6dc3-b94b-4c9f-9a60-f9fffbf86514,ADB Systems International Inc.,12/15/1960,Canada,12,,213-842-1576,headquarters@adbsystemsinternationalinc.org
ea2ac36d-db61-4582-a1d9-92b8a61f31bd,Atlantic Caspian Resources plc,10/24/1981,United Kingdom,49,,460-477-9179,sales@atlanticcaspianresourcesplc.org
059be074-3605-4a61-b775-1e711c7ac9ac,Protherics plc,12/16/1964,United Kingdom,15,,658-371-0537,enquiries@prothericsplc.org
d7946032-9790-4304-8c81-426b6ea33838,Cabletel Communications Corp.,5/22/1977,Canada,38,,192-202-3860,headquarters@cabletelcommunicationscorp.org
35648289-f854-4b8e-8f16-b26769551a26,Petsec Energy Ltd.,3/19/1994,Australia,12,,230-613-3704,contact@petsecenergyltd.org
10f428d1-ab98-4584-920c-b7818f26333a,"Cez, A.S.",10/24/1987,Czech Republic,6,,697-342-3489,sales@cezas.org
41496be6-1668-47f2-b28c-6c61c079daef,De Rigo S.p.A.,7/12/1968,Italy,43,,725-113-9511,enquiries@derigospa.org
c90b9e89-bd11-417d-a52e-3aa27faf8636,"Savia, S.A. de C.V.",5/2/1996,Mexico,16,,120-289-0996,reach@saviasadecv.org
881b8336-14b9-48d6-9f24-d3c31fa0e837,Gentry Resources Ltd.,10/15/1961,Canada,19,,364-268-1728,info@gentryresourcesltd.org
2d3d1c8b-3cc1-4850-a919-ba4d6cb09075,Tele Sudeste Celular Participacoes S.A.,5/3/1973,Brazil,21,,978-489-1684,reach@telesudestecelularparticipacoessa.org
bb5c59e8-4514-44b8-b31d-ba03f95abf05,Samex Mining Corp.,11/18/1966,Canada,29,,844-082-1949,contact@samexminingcorp.org
052f6f3c-fc6d-4b8b-9eb8-1cf1acc463fc,Corus Group plc,7/19/1971,United Kingdom,48,,927-272-0330,enquiries@corusgroupplc.org
09f7625a-cc22-4afb-9cc5-15acf1ac797e,Virginia Gold Mines Inc.,7/16/1983,Canada,12,,957-529-6883,contact@virginiagoldminesinc.org
81e2e200-dbc6-4647-b9b0-8e8954e9afff,Central Fund of Canada Ltd.,1/13/1997,Canada,40,,380-355-6718,enquiries@centralfundofcanadaltd.org
98443762-fdf9-4150-bc59-ace68bce6805,Stolt Offshore S.A.,5/29/1970,Luxembourg,31,,653-626-3066,enquiries@stoltoffshoresa.org
1e5ec249-528c-4bbe-89c5-04c1dfe26cfd,iaNett International Systems Ltd.,1/11/1982,Canada,43,,498-180-7463,reach@ianettinternationalsystemsltd.org
1408fecd-c605-4008-afd9-9744314abd2d,Anooraq Resources Corp.,12/24/1963,Canada,27,,357-536-6476,sales@anooraqresourcescorp.org
8aad2b41-5c0b-4325-a107-74e7c24ce608,Ipsco Inc.,4/20/1986,Canada,35,,957-172-2769,info@ipscoinc.org
c8af7109-64db-48bd-905b-8f9636c82a07,Dynea International Oy,3/17/1986,Finland,19,,947-696-5987,contact@dyneainternationaloy.org
9022a03d-9462-4807-94ca-270b62fb8bb1,Twin Mining Corp.,6/10/1965,Canada,12,,220-197-4528,enquiries@twinminingcorp.org
c3fece68-d715-445b-8714-38ff18e9da17,QSound Labs Inc.,8/8/1980,Canada,5,,244-661-1075,headquarters@qsoundlabsinc.org
080c60bb-6421-442d-b455-21c9bfd151d4,P.T. Tri Polyta Indonesia Tbk,3/27/1969,Indonesia,48,,699-597-7962,sales@pttripolytaindonesiatbk.org
39155cee-50b3-41ef-a478-eac704bfd6ec,Flotek Industries Inc.,2/5/1978,Canada,29,,507-750-5340,headquarters@flotekindustriesinc.org
b3955a17-5b62-446d-8b35-7d600b303aae,Gucci Group N.V.,6/6/1973,Netherlands,46,,173-166-9189,headquarters@guccigroupnv.org
804edf8a-4e81-4010-b0d7-61c1199f45d6,Netco Energy Inc.,11/13/1979,Canada,24,,701-727-2826,sales@netcoenergyinc.org
0b73e9cd-188f-49e2-8061-920fff133bca,Anthony Clark International Insurance Brokers Inc.,10/17/1986,Canada,26,,730-756-2547,marketing@anthonyclarkinternationalinsurancebrokersinc.org
b4bce608-f63d-4ff6-93ec-2ee4f2466922,Paradigm Geophysical Ltd.,9/7/1985,Israel,50,,374-779-5308,marketing@paradigmgeophysicalltd.org
549ce5f5-2208-49b3-874f-a2a0a64a3853,British Airways plc,5/30/1966,United Kingdom,37,,773-117-2226,headquarters@britishairwaysplc.org
8aad2b41-5c0b-4325-a107-74e7c24ce608,Ipsco Inc.,3/29/1963,Canada,37,,957-172-2769,sales@ipscoinc.org
f1eb1b37-394d-4f8b-93a7-886f97429f5e,Datamirror Corp.,4/19/1977,Canada,43,,745-508-5322,marketing@datamirrorcorp.org
2677c4f9-becf-4ec4-a187-3954b17697b7,"Qiao Xing Universal Telephone, Inc.",7/7/1995,British Virgin Islands,38,,910-485-7311,headquarters@qiaoxinguniversaltelephoneinc.org
763cf42d-a325-4806-8ea6-4adefde442d8,Digitale Telekabel AG,2/23/1983,Germany,49,,111-080-4590,enquiries@digitaletelekabelag.org
002a3e1a-f7a2-4ae8-8d9f-e5d0e79f5239,Buenos Aires Embotelladora S.A.-BAESA,3/9/1984,Argentina,41,,238-145-8931,enquiries@buenosairesembotelladorasabaesa.org
c0352a88-651f-487a-9d9b-ef13872f9664,Asia Pacific Resources International Ltd.,8/9/1981,Bermuda,24,,305-404-0352,contact@asiapacificresourcesinternationalltd.org
41f4e005-9e49-43c7-958b-cfdbdf84673c,E-digital Corp.,5/14/1971,Canada,7,,339-304-8268,hr@edigitalcorp.org
a28844cd-d88f-4f42-86a2-b9a81c822a42,International Power plc,1/28/1993,United Kingdom,22,,361-638-0508,contact@internationalpowerplc.org
b7f179ff-7f5a-4f1d-a501-2dc8580c4227,Schering Aktiengesellschaft,3/20/1981,Germany,10,,510-483-2818,headquarters@scheringaktiengesellschaft.org
476d3a0e-62a8-42ea-9dde-76c4be7ad99a,Silverline Technologies Ltd.,1/29/1962,India,28,,437-534-9674,enquiries@silverlinetechnologiesltd.org
bc1a7fee-8433-4b89-8b27-0e5a96552a33,Votorantim Celulose e Papel S.A.,5/31/1986,Brazil,41,,465-557-4558,reach@votorantimceluloseepapelsa.org
c09b8e13-7fd3-4545-b1ae-fe386f34df4c,CHC Helicopter Corp.,10/25/1984,Canada,18,,764-653-7872,hr@chchelicoptercorp.org
9e78ca87-8919-4191-8fc0-c3e49acb81ec,Tubos de Acero de Mexico S.A.,8/28/1975,Mexico,40,,593-198-4141,hr@tubosdeacerodemexicosa.org
8587cf75-41e1-4a1a-827b-20a6ddf5a2e1,Comunicacion Celular S.A.,8/11/1981,Colombia,15,,980-601-9940,hr@comunicacioncelularsa.org
4863b6f6-2c9e-479f-8a06-a2696b7e6cb0,Nidec Corp.,9/23/1985,Japan,10,,572-789-7873,marketing@nideccorp.org
6ad5b57c-3de1-4493-aff6-bdca3e363702,Banco Rio de la Plata S.A.,8/25/1976,Argentina,6,,567-274-2659,hr@bancoriodelaplatasa.org
76eb509c-c5a8-4542-aa8a-f2d1db863bf5,Aztek Technologies Inc.,10/27/1963,Canada,35,,370-689-6569,headquarters@aztektechnologiesinc.org
f32fa354-e463-4fa6-b47f-0f83564e236d,New Skies Satellites N.V.,4/11/1988,Netherlands,29,,888-668-6754,reach@newskiessatellitesnv.org
2d3d1c8b-3cc1-4850-a919-ba4d6cb09075,Tele Sudeste Celular Participacoes S.A.,9/27/1996,Brazil,26,,978-489-1684,sales@telesudestecelularparticipacoessa.org
20eaec5c-f3dc-4a2e-8e24-cb63e52e6800,Doman Industries Ltd.,9/24/1971,Canada,8,,862-137-7129,sales@domanindustriesltd.org
cd18409e-6c75-468e-b129-77dcb1b95112,Dialog Semiconductor plc,12/3/1963,United Kingdom,16,,654-503-3714,marketing@dialogsemiconductorplc.org
eb8f30a9-f915-4900-ae09-eea34bd4abf6,Telefonica del Peru S.A.,12/18/1971,Peru,27,,513-555-9036,headquarters@telefonicadelperusa.org
2c881204-06cf-4caf-ab78-595354f9a85a,Satyam Computer Services Ltd.,1/15/1980,India,48,,774-378-5216,headquarters@satyamcomputerservicesltd.org
b578f113-2126-4766-8036-de12f5cde9d6,Arch Capital Group Ltd.,10/18/1969,Bermuda,40,,127-230-7956,sales@archcapitalgroupltd.org
143988e5-f88a-4fef-89bd-48e4091a011f,Russel Metals Inc.,12/6/1982,Canada,40,,209-735-4235,headquarters@russelmetalsinc.org
1ebafad4-f266-488b-a1b4-ead5f55ce024,"Cableuropa, S.A.",5/11/1968,United Kingdom,45,,655-365-8384,info@cableuropasa.org
0ff8e85f-dca9-49da-aad5-2c426255d3d7,Aventis,2/14/1961,France,23,,661-369-2091,info@aventis.org
93a07841-1a9f-44e4-ba06-aa6721fbcf3d,Precision Drilling Corp.,9/12/1987,Canada,44,,825-332-3221,info@precisiondrillingcorp.org
df98f86a-e21a-4c11-bb75-716aea0217fa,Aluminum Corp of China Ltd.,5/28/1968,China,40,,814-039-1974,enquiries@aluminumcorpofchinaltd.org
dd9562c9-280e-4d00-8f20-15e1318c3e2e,Venture Pacific Development Corp.,1/16/1997,Canada,47,,598-480-9267,info@venturepacificdevelopmentcorp.org
20736b48-bfe8-46d1-8740-353ada65aedb,Atlas Pacific Ltd.,8/2/1986,Australia,37,,969-003-0049,sales@atlaspacificltd.org
0845a10c-bf00-40e0-814c-902ca9b672e7,Pacific Century Cyberworks Ltd.,8/28/1965,Hong Kong,43,,965-714-7921,headquarters@pacificcenturycyberworksltd.org
de59d1b9-58cb-4efe-b68f-b927e7bf3edd,Cognicase Inc.,1/19/1986,Canada,18,,802-034-1723,headquarters@cognicaseinc.org
f5a5af2d-b97f-4564-8efd-053b4f94fc53,Acetex Corp.,10/8/1960,Canada,25,,117-724-6654,sales@acetexcorp.org
fe6e26cc-796a-4bfb-802a-cf9bc403247d,Canadian Pacific Railway Ltd.,4/23/1978,Canada,9,,484-534-2198,reach@canadianpacificrailwayltd.org
6e8c7bad-f306-4793-ab04-1e8faa276d26,Corus Entertainment Inc.,2/24/1978,Canada,19,,529-476-5999,reach@corusentertainmentinc.org
dba01d7e-2bae-401e-ba28-699e9d8eba9b,Orbital Engine Corp Ltd.,3/8/1987,Australia,24,,825-392-9224,enquiries@orbitalenginecorpltd.org
38b9b8eb-5ceb-44d8-a156-bebdfc8b3435,Fairfax Financial Holdings Ltd.,3/20/1993,Canada,15,,410-748-5239,hr@fairfaxfinancialholdingsltd.org
0cdd8d3d-64ad-4d9f-992c-c52ce321370b,Perdigao S.A.,6/10/1968,Brazil,50,,866-737-5867,reach@perdigaosa.org
1caecb21-0a9d-4820-a37d-e09389c5eccb,Deswell Industries Inc.,9/4/1982,British Virgin Islands,23,,802-790-3902,reach@deswellindustriesinc.org
c071f759-6de7-4688-9356-3bbb160d5d60,Yellow Pages Ltd.,11/2/1975,Netherlands,21,,589-403-6772,contact@yellowpagesltd.org
92b0a94a-0c6b-457b-9472-15d69e85dcc0,Pacific Dunlop Ltd.,7/9/1990,Australia,12,,640-096-9693,hr@pacificdunlopltd.org
3eebcbad-3b36-49bc-9874-6dce40948abb,Orange plc,1/8/1990,United Kingdom,6,,167-675-1803,info@orangeplc.org
a1e30946-b81a-41f1-be7d-889c2630af7a,Hibernia Foods plc,4/9/1991,Ireland,16,,109-012-2480,enquiries@hiberniafoodsplc.org
d2e788d9-4640-44e0-9ab9-c0e4d0466306,Peace Arch Entertainment Group Inc.,3/26/1977,Canada,25,,953-765-2981,marketing@peacearchentertainmentgroupinc.org
dbdc4f14-f47f-4846-9557-a5b7de4cb6cf,Hemosol Inc.,1/18/1977,Canada,24,,585-033-3791,reach@hemosolinc.org
d754c7ad-323c-4897-bb4a-e402cb8287c7,Sportech plc,3/6/1992,United Kingdom,20,,507-663-8855,hr@sportechplc.org
689af66e-fbdb-493a-8be4-a97365546f45,Nettron.com Corp.,6/9/1971,Canada,46,,284-780-7799,hr@nettroncomcorp.org
05b23860-cc47-48eb-ae50-72bec5dcc64b,CFM Majestic Inc.,5/24/1977,Canada,10,,198-404-4379,enquiries@cfmmajesticinc.org
08a5d27e-10c3-4c93-a1f2-e1f41874d78c,Imperial Tobacco Group plc,7/27/1991,United Kingdom,33,,274-056-2879,enquiries@imperialtobaccogroupplc.org
f6ff9818-f09d-431f-86ca-a8d7bd98c2f0,Belzberg Technologies Inc.,10/25/1992,Canada,30,,443-367-0835,sales@belzbergtechnologiesinc.org
c5897560-ed21-4098-9562-55f486feb241,Clubhaus plc,11/10/1967,United Kingdom,6,,589-766-1826,enquiries@clubhausplc.org
c5913a1e-63f3-4ecb-ad67-76910e437e53,ASM International N.V.,8/31/1970,Netherlands,8,,369-632-7782,marketing@asminternationalnv.org
169a99db-0ef6-4e52-8633-d3aeefc4edf1,"Copamex Industries, S.A. de C.V.",12/19/1973,Mexico,5,,913-081-3122,contact@copamexindustriessadecv.org
98921afd-fa92-4ec5-b892-8f217e9def36,TPN Holdings plc,2/7/1970,United Kingdom,22,,496-466-4010,reach@tpnholdingsplc.org
74d6c03c-4507-4016-9a55-a2f245809d13,Petroleum Geo-Services A/S,11/30/1996,Norway,45,,248-620-4423,hr@petroleumgeoservicesas.org
9506d11f-6bb3-4761-8b58-2f9b4f4ea7ed,E.ON AG,2/20/1975,Germany,19,,840-655-3492,enquiries@eonag.org
91f2f0e3-6f7d-4837-974e-ace22b03d950,Reg Technologies Inc.,1/5/1975,Canada,32,,470-015-3986,headquarters@regtechnologiesinc.org
6b612063-f7f6-4f79-884b-b6d5459796a0,Barrick Gold Corp.,7/6/1972,Canada,49,,967-310-7755,headquarters@barrickgoldcorp.org
cf48e106-d22f-4407-a35d-ab51fdb6a04f,International Freegold Mineral Development,12/27/1989,Canada,11,,987-791-7006,reach@internationalfreegoldmineraldevelopment.org
abb6e83a-8f19-49dd-862d-1a23befb5f73,Novamerican Steel Inc.,4/6/1962,Canada,23,,916-230-0641,info@novamericansteelinc.org
5e6bd7b4-28db-4494-b15f-b16f72049332,KPNQwest N.V.,3/15/1989,Netherlands,12,,680-379-6367,info@kpnqwestnv.org
b4bce608-f63d-4ff6-93ec-2ee4f2466922,Paradigm Geophysical Ltd.,5/12/1990,Israel,10,,374-779-5308,contact@paradigmgeophysicalltd.org
c3daaa3b-524a-4d4e-b6ca-a62fda2cf393,Bonso Electronics International Inc.,8/2/1982,British Virgin Islands,42,,344-099-5870,reach@bonsoelectronicsinternationalinc.org
def0c2c3-4e54-4beb-94ee-e92367eaaf15,Marsulex Inc.,4/1/1994,Canada,22,,681-100-5716,hr@marsulexinc.org
28ce529c-14c6-4c54-bf63-4f5fae569fa3,Elan Corp plc,7/1/1984,Ireland,15,,864-511-0083,sales@elancorpplc.org
2e2889ab-a156-424a-9ebb-78ab7d939c9b,Sadia S.A.,8/27/1961,Brazil,42,,966-180-3735,headquarters@sadiasa.org
e11f80d0-b4a2-4bf8-a82a-b7a58a065637,Global Light Telecommunications Inc.,9/25/1993,Canada,16,,231-378-7282,reach@globallighttelecommunicationsinc.org
4fe031c9-dc81-4ea9-94bb-5e39eefb01c5,Rogers Communications Inc.,4/4/1973,Canada,31,,431-415-5883,contact@rogerscommunicationsinc.org
b01203b2-e418-481a-a36e-77240bd7701d,Cenes Pharmaceuticals plc,3/15/1961,United Kingdom,27,,349-404-1472,marketing@cenespharmaceuticalsplc.org
caf56a13-0452-419b-8fa2-2463185bb80f,Trader.com N.V.,5/10/1976,Netherlands,11,,585-831-3490,marketing@tradercomnv.org
c8fe1549-ca5c-4c8d-8e8c-aad2e22263dd,Art Advanced Research Technologies Inc.,8/3/1992,Canada,19,,347-402-5567,info@artadvancedresearchtechnologiesinc.org
2c881204-06cf-4caf-ab78-595354f9a85a,Satyam Computer Services Ltd.,10/5/1990,India,27,,774-378-5216,enquiries@satyamcomputerservicesltd.org
4ed91aa2-1dc7-4688-8a02-d21c75bd3205,Telenor ASA,12/18/1995,Norway,44,,435-018-2648,hr@telenorasa.org
5f812210-3bdc-44a5-aa9c-1c85b0bef42c,Inside Holdings Inc.,3/21/1989,Canada,37,,226-353-4631,contact@insideholdingsinc.org
7afe6412-5d22-4fe8-a04b-73dfffacb0ad,Engel General Developers Ltd.,8/10/1967,Israel,12,,125-729-9354,reach@engelgeneraldevelopersltd.org
2e3e3b04-0a9c-45c5-8f33-58fede4077c7,AES Drax Holdings Ltd.,5/31/1995,United Kingdom,31,,614-116-0385,sales@aesdraxholdingsltd.org
815331ec-41c9-40bd-b082-f8a929160360,Unibanco Holdings S.A.,8/11/1987,Brazil,24,,434-210-4336,reach@unibancoholdingssa.org
0488d0cd-4152-4742-971f-710a91f5845c,Occidente y Caribe Celular S.A.,5/24/1965,Colombia,28,,933-398-7298,sales@occidenteycaribecelularsa.org
d9a0e865-6e03-48b2-b8c1-3db7f97c6e9a,QXL Ricardo plc,10/14/1962,United Kingdom,37,,776-039-7952,reach@qxlricardoplc.org
65f09569-02ed-402d-aaeb-03f2a495b293,TLC The Laser Center Inc.,3/21/1976,Canada,23,,728-279-7678,info@tlcthelasercenterinc.org
0921510b-84ec-45ea-8b88-c25f6c1e704f,Canada Southern Petroleum Ltd.,1/31/1987,Canada,29,,743-159-3062,sales@canadasouthernpetroleumltd.org
4c3cdbcc-3c3e-4457-8449-873cd0817676,Microcell Telecommunications Inc.,6/6/1980,Canada,21,,829-316-3010,contact@microcelltelecommunicationsinc.org
76404399-07c1-49da-9fd8-9eb3ec0b999f,Anangel-American Shipholdings Ltd.,11/9/1971,Cayman Islands,34,,988-013-3715,enquiries@anangelamericanshipholdingsltd.org
215d6bbd-ef1d-4d19-8c5f-0b78921df7fd,Check Point Software Technologies Ltd.,3/28/1996,Israel,11,,674-052-8233,info@checkpointsoftwaretechnologiesltd.org
5dd447c7-71dc-4ff6-81b6-ba7701cfd901,China Southern Airlines Corp. Ltd.,3/30/1986,China,34,,929-745-2122,enquiries@chinasouthernairlinescorpltd.org
3dfc0056-0549-4720-8e37-ca7584040b7e,SAP Aktiengesellschaft,2/19/1986,Germany,23,,942-213-6846,reach@sapaktiengesellschaft.org
b6d536ff-e74b-43b1-a053-3178f98de24c,United Microelectronics Corp.,6/9/1984,Taiwan,11,,661-678-8604,hr@unitedmicroelectronicscorp.org
881b8336-14b9-48d6-9f24-d3c31fa0e837,Gentry Resources Ltd.,4/3/1976,Canada,39,,364-268-1728,headquarters@gentryresourcesltd.org
2d8272cb-2073-4e78-953c-a745ba66cc2a,Eurozinc Mining Corp.,2/7/1990,Canada,49,,732-109-6277,sales@eurozincminingcorp.org
07cc13b3-fd36-4b38-b91d-12b18827d7f8,Rosedale Decorative Products Ltd.,9/30/1985,Canada,7,,430-484-8163,hr@rosedaledecorativeproductsltd.org
54e59034-9fb0-403c-ab73-831ebeae9f83,Silent Witness Enterprises Inc.,12/3/1960,Canada,28,,875-495-5401,sales@silentwitnessenterprisesinc.org
764b191d-66b9-468e-9909-c05103e09c68,API Electronics Group Inc.,5/17/1967,Canada,47,,239-028-1345,marketing@apielectronicsgroupinc.org
618dc386-0919-461b-bcbd-331f4e1dfacf,Novel Denim Holdings Ltd.,7/2/1995,British Virgin Islands,7,,165-678-4770,reach@noveldenimholdingsltd.org
b4e76dd1-94b3-4faf-bede-7af5f20ee309,Telefonica de Argentina S.A.,12/5/1964,Argentina,29,,263-540-8388,contact@telefonicadeargentinasa.org
ea9ac0d7-1fe9-4eca-827a-d655e1b13b6d,"Micrologix Biotech, Inc.",1/23/1987,Canada,45,,138-608-7059,contact@micrologixbiotechinc.org
c8af7109-64db-48bd-905b-8f9636c82a07,Dynea International Oy,9/20/1982,Finland,32,,947-696-5987,headquarters@dyneainternationaloy.org
b68e6c4a-89c1-49fe-90c4-485dcb452f49,NEC Corp.,5/12/1994,Japan,40,,790-645-5001,headquarters@neccorp.org
e0a6ac53-0249-4f66-93ad-371f9f135d29,Optimal Robotics Corp.,8/1/1989,Canada,42,,414-819-3599,sales@optimalroboticscorp.org
89f99690-ab95-4b16-bbc1-1979c2d59b48,Polska Telefonia Cyfrowa Sp Z o o.,3/11/1965,Poland,39,,509-664-4948,enquiries@polskatelefoniacyfrowaspzoo.org
8f43cefa-3333-4c7a-8fa8-917418f70922,Cumberland Resources Ltd.,7/30/1996,Canada,11,,775-389-0153,headquarters@cumberlandresourcesltd.org
ff85759a-a647-4795-a3b1-2571d1d1abf1,3DLabs Inc. Ltd.,8/19/1980,Bermuda,29,,785-613-5266,reach@3dlabsincltd.org
6a4d0d05-78ed-446c-b7ff-14ee773e5ddc,Baytex Energy Ltd.,2/12/1961,Canada,16,,531-217-7061,sales@baytexenergyltd.org
430ef640-73b4-418b-a877-2792f9a605c9,Travelex plc,7/23/1992,United Kingdom,14,,546-327-7272,enquiries@travelexplc.org
21243fef-08ea-4cae-9e8d-7c075c267ce1,Banco Bilboa Vizcaya Argentaria S.A.,8/2/1966,Spain,12,,664-593-5378,hr@bancobilboavizcayaargentariasa.org
5aa20c9f-ff9b-4ad4-b357-6dffd90af5a0,BVR Systems Ltd.,6/28/1976,Israel,28,,186-112-4942,headquarters@bvrsystemsltd.org
